name,short_code,type,region,district,latitude,longitude,zone
JESSE,124417-7,private,Mwanza,Sengerema DC,-2.65425,32.64389,lake
JETA,122122-5,private,Mara,Tarime TC,-5.5640635,38.910007,lake
JF,121054-1,private,Mwanza,Ilemela MC,,,lake
JH,120718-2,private,Morogoro,Morogoro MC,,,coastal
JIB,113254-7,private,Dar Es Salaam,Ubungo MC,-6.81353,39.24429,coastal
JIBASSA,121119-2,private,Morogoro,Kilosa DC,,,coastal
Jibondo,102081-7,public,Pwani,Mafia DC,-8.05228,39.71948,coastal
JIGABHA,122451-8,private,Arusha,Arusha CC,,,northern
JIJA,102083-3,public,Simiyu,Maswa DC,-2.85265,33.61258,lake
JIJUE,113379-2,private,Mwanza,Ilemela MC,-2.51381,32.97446,lake
JIK,113215-8,private,Tanga,Muheza DC,-5.17462,38.79244,coastal
JILALA,114437-7,private,Njombe,Wanging'ombe DC,-8.89834,34.57843,shighland
JILALA,123676-9,private,Geita,Geita TC,-2.84169,32.42205,lake
JILEKA lab,122067-2,private,Mbeya,Busokelo DC,-9.26779,33.81343,shighland
JILYENDYAYE,120613-5,private,Dar Es Salaam,Ubungo MC,-6.490371,39.141581,coastal
JIM,114364-3,private,Mwanza,Ilemela MC,-2.53159,32.94845,lake
Jimbo,102084-1,public,Pwani,Mafia DC,-7.78982,39.8611,coastal
Jimmy,121405-5,private,Dar Es Salaam,Kinondoni MC,,,coastal
JINAMO,102085-8,public,Simiyu,Meatu DC,-3.73179,34.5243,lake
JINJIMILI,123422-8,public,Mwanza,Magu DC,-2.74716,33.66541,lake
JIONEE MWENYEWE,102088-2,public,Tabora,Urambo DC,-4.93861,32.16771,central
JIPE,102089-0,public,Kilimanjaro,Mwanga DC,-3.57208,37.7189,northern
JIPER,121068-1,private,Dar Es Salaam,Kinondoni MC,,,coastal
JIPIME,112844-6,private,Geita,Geita DC,-2.50074,32.00998,lake
JITEGEMEE,124089-4,private,Dar Es Salaam,Ilala MC,-6.95536,39.09524,coastal
JITENGENI,125022-4,public,Tanga,Handeni DC,-5.24503,38.49857,coastal
JITIHADA,111387-7,private,Iringa,Iringa MC,-7.78377,35.69437,shighland
JJ EYETECH,121033-5,private,Dar Es Salaam,Kinondoni MC,-6.78069,39.26522,coastal
JJ POLYCLINIC,120281-1,private,Arusha,Karatu DC,-3.33916,35.67273,northern
JJM,122174-6,private,Shinyanga,Kishapu DC,-3.43966,33.52414,lake
JK,123037-4,private,Dar Es Salaam,Kigamboni MC,-6.82313,39.32064,coastal
JKM,124093-6,private,Dar Es Salaam,Ubungo MC,-6.02174,39.53674,coastal
JKT MAKUYUNI,112045-0,public,Arusha,Monduli DC,-3.33125,36.1017667,northern
JKT MLALE,105176-2,public,Ruvuma,Songea DC,-10.79784,35.27141,shighland
JM,122478-1,private,Tanga,Muheza DC,,,coastal
JM,124201-5,private,Njombe,Njombe TC,-9.30052,34.77627,shighland
JM  MEDICAL,122657-0,private,Morogoro,Morogoro MC,-6.46285,37.38473,coastal
JM SOLOMON,112216-7,private,Dodoma,Dodoma CC,-6.1522,35.72225,central
JMD,123722-1,private,Mwanza,Ilemela MC,-2.50639,32.97108,lake
JMS HUMAN HEALTH,111491-7,private,Arusha,Arusha CC,-3.365352,36.689535,northern
JN- MAGAYE,123577-9,private,Dar Es Salaam,Ubungo MC,-6.79979,39.23729,coastal
JOAC,113778-5,private,Mtwara,Masasi DC,-10.49819,39.02691,southern
JOBAJ,102087-4,public,Arusha,Karatu DC,-3.553294,35.340498,northern
JOBAMA HEAD 2 TOE SUPER SPECIALIZED ORTHOPAEDIC&PHYSIOTHERAPY CLINIC MBEZI,122293-4,private,Dar Es Salaam,Kinondoni MC,-6.71947,39.23158,coastal
JOBENA & RUSH,120557-4,private,Dar Es Salaam,Ubungo MC,,,coastal
JOBI,111844-7,private,Arusha,Arusha CC,-3.375044,36.676086,northern
JODA,121110-1,private,Dar Es Salaam,Ubungo MC,,,coastal
JODAMA HEALTH CARE,112519-4,private,Dar Es Salaam,Ubungo MC,-6.738482,39.160515,coastal
JOFREDE,122705-7,private,Tanga,Tanga CC,-4.07139,39.08573,coastal
JOGOHYA,102096-5,public,Tabora,Igunga DC,-4.11283,33.84317,central
JOGOLO,102097-3,public,Dodoma,Chemba DC,-5.224799,35.177004,central
JOHAMA,112723-2,private,Morogoro,Kilosa DC,-6.827572,36.987854,coastal
JOHESB,113481-6,private,Dar Es Salaam,Kinondoni MC,-6.674763,39.171021,coastal
JOHN MEDICAL LABORATORY,120504-6,private,Geita,Bukombe DC,-3.3407,31.526716,lake
JOHN MONGELA,112340-5,public,Mwanza,Magu DC,-2.58083,33.32684,lake
JOJIRO,102099-9,public,Mwanza,Kwimba DC,-3.03848,33.26088,lake
Jojo,102100-5,public,Pwani,Mafia DC,-7.76527,39.80673,coastal
JOJO HEALTH CARE,114677-8,private,Dar Es Salaam,Ilala MC,-6.49465,39.11105,coastal
JOLE OPTICAL CENTRE,113159-8,private,Morogoro,Morogoro MC,,,coastal
JOLE OPTICAL CENTRE,113158-0,private,Morogoro,Morogoro MC,,,coastal
JOMI,113502-9,private,Dar Es Salaam,Kinondoni MC,-6.63071,39.1522,coastal
JOMU,120806-5,public,Shinyanga,Msalala DC,,,lake
JONAH,125093-5,private,Geita,Geita TC,-2.53513,32.26546,lake
JORDAN,123535-7,private,Dodoma,Dodoma CC,-6.13931,35.70079,central
JORDAN UNIVERSITY,110302-7,private,Morogoro,Morogoro MC,-6.80639,37.70037,coastal
JOREB,114407-0,private,Tabora,Uyui DC,-4.401124,32.5133,central
JOSAGI,112952-7,private,Kilimanjaro,Moshi DC,-3.43775,37.38665,northern
JOSE,124083-7,private,Morogoro,Ifakara TC,-8.04673,36.46255,coastal
JOSEPH,122652-1,private,Singida,Manyoni DC,,,central
Joseph Medical Care,102102-1,private,Mwanza,Magu DC,-2.5927,33.44506,lake
JOY,112649-9,private,Morogoro,Ifakara TC,,,coastal
JOY,114008-6,private,Songwe,Tunduma TC,-9.32107,32.77419,shighland
JOY LABORATORY,114072-2,private,Dar Es Salaam,Kigamboni MC,-6.86165,39.35436,coastal
JOYCE,121022-8,private,Geita,Geita DC,-2.5513,32.192383,lake
JOYCE  HOME,122460-9,private,Mbeya,Chunya DC,-8.03016,33.26629,shighland
JOYFUL,113468-3,private,Dar Es Salaam,Kinondoni MC,-6.76789,39.26918,coastal
JOYMIK HEALTHCARE,125006-7,private,Dar Es Salaam,Kinondoni MC,-6.35197,39.07511,coastal
JPG,122906-1,private,Dar Es Salaam,Temeke MC,-6.84441,39.27111,coastal
JPM,112646-5,private,Dar Es Salaam,Ilala MC,-6.82712,39.19635,coastal
JPM,110775-4,private,Dar Es Salaam,Ubungo MC,-6.73964,39.16628,coastal
JR,121803-1,private,Tanga,Muheza DC,-5.42288,38.29522,coastal
JR,123751-0,private,Mwanza,Nyamagana MC,-2.52056,32.90874,lake
JRM,114354-4,private,Mwanza,Ilemela MC,-2.47369,32.93527,lake
JS,114247-0,private,Dar Es Salaam,Ubungo MC,,,coastal
JS,121195-2,private,Dar Es Salaam,Ubungo MC,-6.426221,39.064441,coastal
JS,122196-9,private,Njombe,Makambako TC,-8.84484,34.82378,shighland
JS 2,121117-6,private,Dar Es Salaam,Ubungo MC,,,coastal
JS BARBRA,102064-3,public,Dar Es Salaam,Kinondoni MC,-6.75627,39.23964,coastal
JUA,123483-0,private,Mwanza,Ilemela MC,-2.09377,32.09875,lake
JUAKALI,102104-7,private,Arusha,Meru DC,-3.35397,36.84,northern
Juani,102105-4,public,Pwani,Mafia DC,-7.99095,39.78129,coastal
JUDA,120493-2,private,Dar Es Salaam,Temeke MC,-6.89275,39.22765,coastal
JUDIN,124153-8,private,Morogoro,Morogoro MC,-6.73923,37.64214,coastal
JUDWIL,125150-3,private,Kilimanjaro,Rombo DC,-2.99786,37.56271,northern
Juhudi,122101-9,private,Dar Es Salaam,Kinondoni MC,,,coastal
JULIUS NYERERE HYDROPOWER PROJECT,121079-8,private,Morogoro,Morogoro DC,-7.79373,37.84917,coastal
JULLY,112320-7,private,Rukwa,Nkasi DC,-7.4965,31.03876,shighland
JULLY NURSING & MATERNITY HOME LABORATORY,124155-3,private,Rukwa,Nkasi DC,,,shighland
JULPASTORY MEDICAL,124095-1,private,Morogoro,Kilosa DC,-6.56285,37.10852,coastal
JUMA HOMERA,124242-9,public,Ruvuma,Tunduru DC,-11.54934,36.93283,shighland
JUMA JACOB,122074-8,private,Kagera,Bukoba MC,,,lake
JUMA KISIWANI,102106-2,public,Mwanza,Sengerema DC,-2.4395,32.7397,lake
JUMAPILI,123277-6,private,Kigoma,Kasulu DC,-4.60277,30.11638,central
JUMKI,121105-1,private,Mwanza,Ilemela MC,-2.53186,32.94361,lake
JUNAIDI,125099-2,private,Dar Es Salaam,Kigamboni MC,-6.82732,39.31561,coastal
JUNIOR,123953-2,private,Lindi,Ruangwa DC,-10.08411,38.93419,southern
JUPITER OBS/GYN,114103-5,private,Mbeya,Mbeya CC,-8.9226,33.42661,shighland
JUSTICE KORONGWE,114404-7,private,Rukwa,Nkasi DC,-7.17144,30.54858,shighland
JUVA,102108-8,private,Dodoma,Kongwa DC,-5.812854,36.435591,central
JW MEDICAL,123856-7,private,Dar Es Salaam,Ilala MC,-6.93886,39.14375,coastal
JWTZ CHANGANYIKENI,102113-8,public,Dar Es Salaam,Kinondoni MC,-6.77228,39.18434,coastal
JWTZ MAKOKO,104112-8,public,Mara,Musoma MC,-1.498352,33.769976,lake
JWTZ UBUNGO,102117-9,public,Dar Es Salaam,Ubungo MC,-6.81032,39.19725,coastal
K & V,123493-9,private,Mbeya,Mbeya CC,,33.48849,shighland
K'S,103323-2,private,Mbeya,Mbeya CC,-8.90945,33.45367,shighland
K'SAMLI HEALTH,123528-2,private,Dar Es Salaam,Ilala MC,-6.86241,39.23201,coastal
K.B.J,114301-5,private,Morogoro,Ifakara TC,,,coastal
K.G AFYA CARE,110656-6,private,Dar Es Salaam,Ubungo MC,-6.75628,39.09964,coastal
K.H,111383-6,private,Dar Es Salaam,Ubungo MC,-6.783336,39.11571,coastal
K.K,114434-4,private,Mwanza,Ukerewe DC,-2.104932,33.076465,lake
K.K.K.T,112825-5,private,Mara,Tarime TC,-1.34467,34.3836,lake
K.K.K.T. IMANI,102120-3,private,Mwanza,Ilemela MC,-2.50375,32.90213,lake
K.T.B,121945-0,private,Tabora,Uyui DC,-4.96817,32.35241,central
K4 HEALTHCARE,124165-2,private,Dar Es Salaam,Ilala MC,-7.00851,39.07081,coastal
K9 JWTZ,108552-1,public,Kagera,Ngara DC,-2.53551,30.78685,lake
KAAGYA,102123-7,public,Kagera,Bukoba DC,-1.161097,31.855456,lake
KAANAN,111517-9,private,Morogoro,Mlimba DC,-8.5023,35.9356,coastal
KAANANI,112719-0,private,Morogoro,Morogoro MC,-6.760126,37.609461,coastal
KABAGANGA,111741-5,public,Mwanza,Buchosa DC,-2.39144,32.445216,lake
KABALE,122948-3,public,Songwe,Ileje DC,-9.47768,33.43602,shighland
KABALE,102126-0,public,Kagera,Bukoba DC,-1.33273,31.7545,lake
"KABALE""B""",110087-4,public,Kagera,Muleba DC,-1.86493,31.57631,lake
Kabalenzi,102128-6,public,Kagera,Ngara DC,-2.52926,30.5701,lake
KABALLE,122712-3,public,Tabora,Nzega DC,-4.51484,32.93759,central
KABANGA,113320-6,private,Mwanza,Ilemela MC,-2.50415,32.89577,lake
Kabanga,111511-2,public,Kagera,Ngara DC,-2.63492,30.47025,lake
KABANGA MISSION,102132-8,private,Kigoma,Kasulu TC,-4.509331,30.105081,central
KABANGA PRIVATE,102133-6,private,Kagera,Ngara DC,-2.64679,30.45889,lake
KABARE,110261-5,public,Kagera,Muleba DC,-1.84344,31.54995,lake
KABARE,102125-2,private,Kigoma,Kakonko DC,-3.128926,30.870933,central
KABASA,102137-7,public,Mara,Bunda TC,-1.97002,33.8146,lake
KABIGA AICT,102138-5,private,Geita,Nyang'hwale DC,,,lake
KABILA,115069-7,public,Shinyanga,Kishapu DC,-3.35763,33.57912,lake
KABILA,108606-5,public,Mwanza,Magu DC,-2.72905,33.62637,lake
KABINGA HEALTH,123527-4,private,Kigoma,Kigoma Ujiji MC,-4.90408,29.61701,central
KABINGO,102140-1,public,Kigoma,Kakonko DC,-3.3185,30.9189,central
KABONDO,102142-7,public,Simiyu,Meatu DC,-3.5957,34.07744,lake
KABONDO,120807-3,public,Shinyanga,Msalala DC,,,lake
KABOYA,102143-5,public,Kagera,Muleba DC,-1.59586,31.7442,lake
KABUGA,115032-5,public,Katavi,Nsimbo DC,-6.120596,31.097689,shighland
KABUJE QUALITY,124429-2,private,Mbeya,Rungwe DC,-9.59116,33.94228,shighland
KABUKU,102144-3,public,Tanga,Handeni DC,-5.49802,38.4732,coastal
KABUKU NDANI,102145-0,public,Tanga,Handeni DC,-5.52059,38.51312,coastal
KABULANZWILI,112044-3,public,Kigoma,Kasulu DC,-4.703308,30.360681,central
KABUNDE,115219-8,public,Katavi,Mpimbwe DC,-7.36166,31.41663,shighland
KABUNGU,102146-8,public,Katavi,Tanganyika DC,-6.30444,30.97492,shighland
KABURONGE,102147-6,public,Katavi,Nsimbo DC,-6.13147,31.119,shighland
KABUSUNGU,102148-4,public,Mwanza,Ilemela MC,-2.43143,33.0199,lake
Kabwe,102149-2,public,Rukwa,Nkasi DC,-7.0466,30.5533,shighland
KABWE,115174-5,public,Rukwa,Nkasi DC,-7.73111,30.33531,shighland
KABWE EYE WEAR,112986-5,private,Mbeya,Mbeya CC,-8.91167,33.46497,shighland
KABYAILE,111826-4,public,Kagera,Missenyi DC,-1.19067,31.78275,lake
KACHWAMBA,102150-0,public,Geita,Chato DC,-2.6599,31.57784,lake
KADA MUGUMU,100671-7,private,Mara,Serengeti DC,-1.83825,34.67377,lake
KADANDO,102151-8,public,Kilimanjaro,Same DC,-4.2909,38.02837,northern
KADARI,121569-8,private,Mbeya,Mbeya DC,-9.20335,33.34958,shighland
KADASHI,109556-1,public,Mwanza,Kwimba DC,-2.80064,33.51511,lake
KADOTO,102152-6,public,Simiyu,Maswa DC,-2.95195,33.66369,lake
KADUDA,123561-3,public,Geita,Geita DC,-3.12998,31.96602,lake
KAENGESA,120380-1,private,Rukwa,Sumbawanga DC,-8.26527,31.70453,shighland
KAENGESA GOVERNMENT,123041-6,public,Rukwa,Sumbawanga DC,-8.14137,31.41586,shighland
KAENGESA SEMINARY,120382-7,private,Rukwa,Sumbawanga DC,-8.26053,31.68524,shighland
KAFISHA,112410-6,public,Katavi,Tanganyika DC,-6.72828,30.45959,shighland
KAFITA,102154-2,public,Geita,Nyang'hwale DC,-3.23541,32.58459,lake
KAFUKOKA,102155-9,public,Rukwa,Kalambo DC,-8.37728,31.21324,shighland
KAFUKULA,111754-8,public,Rukwa,Kalambo DC,-8.56457,31.79541,shighland
KAFUNJO,113920-3,public,Kagera,Karagwe DC,-1.59386,30.89311,lake
KAFUNZO,102156-7,public,Mwanza,Buchosa DC,-2.4575,32.1912,lake
KAFURU,124045-6,public,Katavi,Mlele DC,-6.59953,32.04161,shighland
KAGABO,123501-9,private,Dar Es Salaam,Temeke MC,-6.87103,39.24979,coastal
KAGEMU,102158-3,public,Kagera,Bukoba MC,-1.35568,31.801602,lake
KAGENYI,102159-1,public,Kagera,Kyerwa DC,-1.41417,30.79806,lake
KAGERA NKANDA,102163-3,public,Kigoma,Kasulu DC,-4.580962,30.581582,central
KAGERA SALIENT,109969-6,private,Kagera,Missenyi DC,-1.25211,31.42428,lake
KAGERA SUGAR,102166-6,private,Kagera,Missenyi DC,-1.21332,31.27517,lake
KAGOMA,102168-2,public,Kagera,Muleba DC,-1.76839,31.69913,lake
KAGOMA,109779-9,public,Kagera,Biharamulo DC,-2.794597,31.581383,lake
KAGONDO,102169-0,private,Kagera,Muleba DC,-1.54749,31.7043,lake
KAGONGO,102170-8,public,Kilimanjaro,Mwanga DC,-3.69776,37.43056,northern
KAGONGO,110148-4,public,Kigoma,Kigoma DC,-4.79859,29.64718,central
KAGONGWA,102171-6,public,Tabora,Igunga DC,-4.37166,33.21331,central
KAGONGWA,102172-4,public,Shinyanga,Kahama MC,-3.86622,32.75998,lake
Kagongwa Kishima,101919-9,private,Shinyanga,Kahama MC,-3.87521,32.76557,lake
KAGU,102174-0,public,Geita,Geita DC,-2.7448,32.05064,lake
KAGUGU,121457-6,public,Ruvuma,Mbinga TC,-11.07919,35.02433,shighland
KAGUNGA,122261-1,public,Katavi,Tanganyika DC,-6.55233,30.70968,shighland
KAGUNGA,102175-7,public,Kigoma,Kigoma DC,-4.46976,29.65557,central
KAGUNGA,102176-5,public,Mwanza,Sengerema DC,-2.91612,32.62475,lake
KAGUNGA PRIVATE,121732-2,private,Kigoma,Kigoma DC,-4.45238,29.66049,central
KAGUNGULI,102177-3,public,Mwanza,Ukerewe DC,-2.00909,33.07472,lake
KAGURUKA,102178-1,public,Kigoma,Kasulu DC,-4.795592,30.252973,central
KAGUTU,120898-2,public,Kagera,Karagwe DC,-1.50207,30.11025,lake
KAGWE,120700-0,public,Geita,Bukombe DC,-3.46335,32.0175,lake
KAHAMA,102180-7,public,Mwanza,Ilemela MC,-2.4935,32.990407,lake
KAHAMA,124616-4,private,Dodoma,Dodoma CC,-6.16301,35.75201,central
Kahama MC,124801-2,public,Shinyanga,Kahama MC,,,lake
KAHAMA NHALANGA,102182-3,public,Tabora,Nzega DC,-4.17478,32.7832,central
Kahama Optical works&Eye Care,113338-8,private,Shinyanga,Kahama MC,-3.83103,32.59678,lake
KAHANGA,108906-9,public,Kagera,Karagwe DC,-1.8873,31.13512,lake
KAHE,102184-9,public,Kilimanjaro,Moshi DC,-3.48675,37.46003,northern
KAHE,102185-6,public,Kilimanjaro,Rombo DC,-3.048642,37.615526,northern
Kahhobaco,123776-7,private,Kigoma,Kasulu TC,,,central
KAHHOBACO,111176-4,private,Kigoma,Kasulu TC,-4.59256,30.10677,central
KAHORORO,102186-4,public,Kagera,Bukoba MC,-1.30298,31.84233,lake
KAHUMULO,102188-0,public,Mwanza,Sengerema DC,-2.68085,32.80726,lake
KAHUNDA,102190-6,private,Mwanza,Buchosa DC,-2.40044,32.06131,lake
KAIBANJA,102191-4,public,Kagera,Bukoba DC,-1.418657,31.573011,lake
KAIGARA,102192-2,public,Kagera,Muleba DC,-1.83242,31.6709,lake
KAILA,123545-6,private,Dodoma,Dodoma CC,-6.20101,35.67857,central
KAINAM,102193-0,public,Manyara,Mbulu TC,-3.91903,35.58611,northern
KAIRUKI,104985-7,private,Dar Es Salaam,Kinondoni MC,-6.77315,39.25497,coastal
KAIRUKI,120561-6,private,Dar Es Salaam,Ubungo MC,-6.78543,39.10919,coastal
KAIRUKI  GREEN IVF (KGIVF),120857-8,private,Dar Es Salaam,Kinondoni MC,-6.53854,39.01526,coastal
KAISHO,102195-5,public,Kagera,Kyerwa DC,-1.26382,30.68813,lake
KAIZILEGE,120500-4,private,Kagera,Missenyi DC,-1.26055,31.41081,lake
KAIZIREGE AND KEMEBOS SCHOOLS,123504-3,private,Kagera,Bukoba MC,-1.36635,31.79271,lake
KAIZORA,122615-8,private,Dar Es Salaam,Kinondoni MC,,,coastal
KAJANA,102197-1,public,Kigoma,Buhigwe DC,-4.33145,30.14784,central
KAJEJE,123390-7,public,Kigoma,Uvinza DC,-5.31489,29.90767,central
KAJIMA,102198-9,public,Ruvuma,Tunduru DC,-10.65773,37.05073,shighland
KAJORO,122179-5,private,Geita,Chato DC,-3.03274,31.75813,lake
KAJUNJUMELE,102200-3,public,Mbeya,Kyela DC,-9.596828,33.925798,shighland
KAKANJA,102202-9,public,Kagera,Kyerwa DC,-1.42187,30.91092,lake
KAKEBE,112165-6,public,Shinyanga,Kahama MC,-3.94175,32.47924,lake
KAKENENO,122371-8,public,Geita,Chato DC,-2.88576,31.62757,lake
KAKESE,108690-9,public,Katavi,Mpanda MC,-6.425668,30.988416,shighland
KAKESE,120870-1,public,Katavi,Mpanda MC,-6.40243,31.00006,shighland
KAKESIO,109665-0,public,Arusha,Ngorongoro DC,-3.37888,34.98792,northern
KAKINDO,102205-2,public,Kagera,Missenyi DC,-1.16542,31.4893,lake
KAKINDU,122304-9,public,Mbeya,Rungwe DC,-9.25161,33.50367,shighland
KAKIRI,122397-3,public,Kagera,Missenyi DC,-1.16411,31.27351,lake
KAKIRO,102207-8,public,Kagera,Karagwe DC,-1.4539,31.14891,lake
KAKOBE,108703-0,public,Mwanza,Buchosa DC,-2.37301,32.32772,lake
KAKOLA,111584-9,public,Shinyanga,Msalala DC,-3.154,32.2642,lake
KAKOLA,102210-2,public,Tabora,Tabora MC,-4.83333,32.76671,central
KAKOLA MZAZI,122548-1,private,Shinyanga,Msalala DC,-3.24094,32.46372,lake
KAKOLA NO 9,122171-2,public,Shinyanga,Msalala DC,-3.13274,32.30621,lake
KAKONKO,102211-0,public,Kigoma,Kakonko DC,-3.273,30.98278,central
Kakonko DC,124692-5,public,Kigoma,Kakonko DC,,,central
KAKONKO MISSION,110849-7,private,Kigoma,Kakonko DC,-3.23367,30.95587,central
KAKORA,102209-4,public,Geita,Nyang'hwale DC,-3.089447,32.72158,lake
KAKOZI,123386-5,public,Songwe,Momba DC,-9.09141,32.49746,shighland
KAKUBILO,112883-4,private,Geita,Geita DC,-2.61096,32.07074,lake
KAKUBILO,102213-6,public,Geita,Geita DC,-2.6109,32.07659,lake
KAKULUNGU,102214-4,public,Tabora,Nzega DC,-4.78826,32.96541,central
KAKUMBI,124266-8,public,Geita,Mbogwe DC,-3.55776,32.20275,lake
KAKUNYU,110219-3,public,Kagera,Missenyi DC,-1.03253,30.93962,lake
KAKUNYU,121790-0,public,Kagera,Missenyi DC,,,lake
KAKURAIJO,102216-9,public,Kagera,Karagwe DC,-1.75401,30.99677,lake
Kala,102217-7,public,Rukwa,Nkasi DC,-8.13235,30.96761,shighland
KALA,102218-5,private,Rukwa,Nkasi DC,-8.13727,30.97017,shighland
KALAELA,102219-3,public,Rukwa,Kalambo DC,-8.46187,31.57675,shighland
KALAGWA,110049-4,public,Shinyanga,Msalala DC,-3.69546,32.49026,lake
KALALANGABO,110150-0,public,Kigoma,Kigoma DC,-4.84441,29.62343,central
KALALANI,102221-9,public,Tanga,Korogwe DC,-4.605729,38.755959,coastal
KALALASI,102222-7,public,Rukwa,Kalambo DC,-8.4159,31.5744,shighland
Kalamba,113422-0,public,Dodoma,Kondoa DC,-4.83153,35.96685,central
Kalambazite,102223-5,public,Rukwa,Sumbawanga DC,-8.39822,31.9359,shighland
Kalambo DC,124787-3,public,Rukwa,Kalambo DC,,,shighland
KALANGALALA,102225-0,public,Mwanza,Sengerema DC,-2.80612,32.7934,lake
KALANGALE,121248-9,public,Tabora,Uyui DC,-4.85111,33.65921,central
KALANGALI,102228-4,public,Mbeya,Chunya DC,-8.005416,33.298054,shighland
KALANGALI,102227-6,public,Singida,Itigi DC,-6.0781,33.95542,central
KALE,113807-2,public,Rukwa,Kalambo DC,-8.30424,31.53815,shighland
KALEBELA,111482-6,public,Mbeya,Rungwe DC,-9.34024,33.72955,shighland
KALEBEZO,102231-8,public,Mwanza,Buchosa DC,-2.50805,32.3578,lake
KALELA,102232-6,public,Kigoma,Kasulu DC,-4.814065,29.932381,central
KALEMA,102233-4,public,Kagera,Bukoba DC,-1.2148,31.82606,lake
KALEMAWE,102234-2,public,Kilimanjaro,Same DC,-4.435717,38.085697,northern
KALEMBO,102235-9,private,Songwe,Ileje DC,-9.487144,33.448977,shighland
KALEMELA,102237-5,public,Simiyu,Busega DC,-2.29663,33.7128,lake
KALEMELA A,102238-3,public,Tabora,Urambo DC,-5.00787,32.044441,central
KALENGA,102239-1,public,Iringa,Iringa DC,-7.80415,35.6011,shighland
KALENGA MEDICAL,121190-3,private,Dar Es Salaam,Kinondoni MC,,,coastal
KALENGAKERO,102240-9,private,Morogoro,Malinyi DC,,,coastal
KALENGE,102241-7,public,Kigoma,Uvinza DC,-4.95686,29.87916,central
KALENGE,102242-5,public,Kagera,Biharamulo DC,-3.15412,31.0654,lake
KALEPULA,102243-3,public,Rukwa,Kalambo DC,-8.76712,31.53226,shighland
KALIFUTA,112738-0,private,Morogoro,Ulanga DC,-8.33671,36.81878,coastal
KALIHAMWE,113031-9,private,Kigoma,Kigoma Ujiji MC,-4.88848,29.64081,central
KALILANI,122409-6,public,Kigoma,Uvinza DC,-6.00029,29.77991,central
KALILANKULUKULU,102247-4,public,Katavi,Tanganyika DC,-6.36715,30.93901,shighland
KALILANKULUKULU- GEREZANI,122851-9,public,Katavi,Tanganyika DC,-6.84075,31.46721,shighland
KALINZI,114452-6,private,Kigoma,Kigoma DC,-4.616783,29.725578,central
KALINZI,102248-2,public,Kigoma,Kigoma DC,-4.616765,29.725559,central
KALINZI,121771-0,public,Kigoma,Kigoma DC,-4.60581,29.72921,central
KALISA OPTICAL CENTRE,121163-0,private,Mwanza,Nyamagana MC,-2.51301,32.90007,lake
KALITA PRINMAT,102249-0,private,Dar Es Salaam,Ubungo MC,-6.71179,39.13544,coastal
KALITU,115050-7,public,Shinyanga,Kishapu DC,-3.91326,33.72142,lake
Kaliua DC,124830-1,public,Tabora,Kaliua DC,,,central
KALIUA GOVN,109992-8,public,Tabora,Kaliua DC,-5.043827,31.804701,central
KALOBE,102253-2,private,Mbeya,Mbeya CC,-8.92347,33.42175,shighland
KALOBE,114654-7,public,Mbeya,Mbeya CC,-8.91226,33.39754,shighland
KALOLA,102254-0,public,Tabora,Uyui DC,-5.04021,32.4905,central
KALOLE,120805-7,public,Shinyanga,Msalala DC,,,lake
Kalole,102255-7,public,Rukwa,Sumbawanga DC,-8.18631,31.7408,shighland
KALOLENI,102257-3,public,Kilimanjaro,Moshi MC,-3.37162,37.3443,northern
KALOLENI,102256-5,public,Tabora,Nzega DC,-4.800522,33.033178,central
KALORINE LABOARATORY,121711-6,private,Morogoro,Mlimba DC,,,coastal
KALUKO,111523-7,public,Rukwa,Kalambo DC,-8.54995,31.48701,shighland
KALULU,102259-9,public,Ruvuma,Tunduru DC,-10.60361,36.82174,shighland
Kalumbaleza,102260-7,public,Rukwa,Sumbawanga DC,-7.62137,31.5067,shighland
KALUMELE,102261-5,public,Tanga,Lushoto DC,-4.83439,38.32823,coastal
KALUNDE,102262-3,public,Tabora,Tabora MC,-4.97291,32.69661,central
KALUNDE,123306-3,private,Geita,Geita DC,-2.99617,31.92937,lake
KALUNDE TC,111580-7,public,Tabora,Tabora MC,,,central
KALUNDWA,102263-1,public,Morogoro,Morogoro DC,-6.92776,37.78272,coastal
"KALUNG""OYO",123177-8,public,Kilimanjaro,Same DC,-4.26496,38.03269,northern
KALUNGU,102265-6,public,Katavi,Nsimbo DC,-6.18307,31.19062,shighland
KALYA,102267-2,public,Kigoma,Uvinza DC,-6.47149,30.0092,central
KAM,124003-5,private,Dar Es Salaam,Ilala MC,-6.71448,39.21209,coastal
KAM Med,102269-8,private,Arusha,Arusha CC,-3.378285,36.696048,northern
KAM MUSIKA HOSPITAL,120347-0,private,Dar Es Salaam,Ubungo MC,-6.781748,39.176788,coastal
KAMACHUMU,102270-6,public,Kagera,Muleba DC,-1.62696,31.61398,lake
KAMAGAMBO,102271-4,public,Kagera,Karagwe DC,-1.60774,30.93779,lake
KAMALA-BANGWE,121364-4,public,Kigoma,Kigoma Ujiji MC,-4.90272,29.62391,central
KAMALAMPAKA,115018-4,public,Katavi,Mlele DC,-6.74779,32.13304,shighland
KAMALENDI,102272-2,public,Tabora,Urambo DC,-5.17193,31.90223,central
KAMANGA,109541-3,private,Mwanza,Nyamagana MC,-2.59272,32.92379,lake
KAMANGA,112060-9,public,Mwanza,Sengerema DC,-2.5354,32.83826,lake
